"Orthogroup" "dana_prot" "dmel_prot" "dmoj_prot" "dper_prot" "dpse_prot" "dvir_prot" "dwil_prot" "dyak_prot"
"973" "OG0002911" "YOgnAN04595" "YOgnME15638" "YOgnMO00684" "YOgnPE04490" "YOgnPS12714" "YOgnVI09561" "YOgnWI11422" "YOgnYA13391"
"974" "OG0002912" "YOgnAN04596" "YOgnME15637" "YOgnMO00686" "YOgnPE04489" "YOgnPS12716" "YOgnVI09560" "YOgnWI11423" "YOgnYA13392"
"975" "OG0002913" "YOgnAN04603" "YOgnME14337" "YOgnMO00983" "YOgnPE05286" "YOgnPS12888" "YOgnVI09481" "YOgnWI11760" "YOgnYA12750"
"976" "OG0002914" "YOgnAN04614" "YOgnME16519" "YOgnMO02699" "YOgnPE08756" "YOgnPS11151" "YOgnVI08559" "YOgnWI11826" "YOgnYA14838"
"977" "OG0002915" "YOgnAN04618" "YOgnME16514" "YOgnMO02149" "YOgnPE08759" "YOgnPS11156" "YOgnVI08811" "YOgnWI07646" "YOgnYA14835"
"978" "OG0002916" "YOgnAN04619" "YOgnME16513" "YOgnMO02148" "YOgnPE08760" "YOgnPS11157" "YOgnVI08810" "YOgnWI07551" "YOgnYA14834"
"979" "OG0002917" "YOgnAN04625" "YOgnME15507" "YOgnMO01732" "YOgnPE04723" "YOgnPS11963" "YOgnVI08478" "YOgnWI04009" "YOgnYA12803"
"980" "OG0002918" "YOgnAN04630" "YOgnME15501" "YOgnMO01185" "YOgnPE04717" "YOgnPS11959" "YOgnVI05635" "YOgnWI11481" "YOgnYA12808"
"981" "OG0002919" "YOgnAN04632" "YOgnME14434" "YOgnMO01247" "YOgnPE09075" "YOgnPS11681" "YOgnVI05887" "YOgnWI07390" "YOgnYA14450"
"982" "OG0002920" "YOgnAN04635" "YOgnME09437" "YOgnMO03511" "YOgnPE12731" "YOgnPS10452" "YOgnVI04916" "YOgnWI03184" "YOgnYA08539"
"983" "OG0002921" "YOgnAN04637" "YOgnME14440" "YOgnMO00422" "YOgnPE08664" "YOgnPS11387" "YOgnVI09401" "YOgnWI11166" "YOgnYA14445"
"984" "OG0002922" "YOgnAN04643" "YOgnME14444" "YOgnMO02644" "YOgnPE05214" "YOgnPS12272" "YOgnVI08613" "YOgnWI11441" "YOgnYA14441"
"985" "OG0002923" "YOgnAN04646" "YOgnME14448" "YOgnMO02639" "YOgnPE05218" "YOgnPS12274" "YOgnVI08618" "YOgnWI03735" "YOgnYA14437"
"986" "OG0002924" "YOgnAN04647" "YOgnME14449" "YOgnMO02638" "YOgnPE05219" "YOgnPS12275" "YOgnVI08619" "YOgnWI03736" "YOgnYA14436"
"987" "OG0002925" "YOgnAN04649" "YOgnME14450" "YOgnMO02637" "YOgnPE05221" "YOgnPS12277" "YOgnVI08620" "YOgnWI03737" "YOgnYA14435"
"988" "OG0002926" "YOgnAN04653" "YOgnME14389" "YOgnMO01097" "YOgnPE08652" "YOgnPS11398" "YOgnVI05433" "YOgnWI07661" "YOgnYA14495"
"989" "OG0002927" "YOgnAN04654" "YOgnME14720" "YOgnMO00714" "YOgnPE07587" "YOgnPS12341" "YOgnVI05464" "YOgnWI15206" "YOgnYA13010"
"990" "OG0002928" "YOgnAN04656" "YOgnME14722" "YOgnMO00927" "YOgnPE07803" "YOgnPS13271" "YOgnVI05769" "YOgnWI07650" "YOgnYA13012"
"991" "OG0002929" "YOgnAN04657" "YOgnME14723" "YOgnMO00926" "YOgnPE07804" "YOgnPS13270" "YOgnVI05768" "YOgnWI07718" "YOgnYA13013"
"992" "OG0002930" "YOgnAN04664" "YOgnME14271" "YOgnMO00381" "YOgnPE03446" "YOgnPS11733" "YOgnVI05560" "YOgnWI15320" "YOgnYA13912"
"993" "OG0002931" "YOgnAN04666" "YOgnME14273" "YOgnMO00382" "YOgnPE04329" "YOgnPS12629" "YOgnVI06135" "YOgnWI15311" "YOgnYA13910"
"994" "OG0002932" "YOgnAN04667" "YOgnME14274" "YOgnMO00383" "YOgnPE04331" "YOgnPS12630" "YOgnVI06134" "YOgnWI15312" "YOgnYA13909"
"995" "OG0002933" "YOgnAN04673" "YOgnME16505" "YOgnMO02493" "YOgnPE08765" "YOgnPS11160" "YOgnVI05486" "YOgnWI11003" "YOgnYA14826"
"996" "OG0002935" "YOgnAN04701" "YOgnME14687" "YOgnMO00728" "YOgnPE16398" "YOgnPS11265" "YOgnVI05480" "YOgnWI11008" "YOgnYA12986"
"997" "OG0002936" "YOgnAN04703" "YOgnME14688" "YOgnMO00730" "YOgnPE16397" "YOgnPS11266" "YOgnVI05482" "YOgnWI11028" "YOgnYA12987"
"998" "OG0002938" "YOgnAN04713" "YOgnME14703" "YOgnMO00499" "YOgnPE14172" "YOgnPS13600" "YOgnVI05908" "YOgnWI00525" "YOgnYA12997"
"999" "OG0002939" "YOgnAN04716" "YOgnME14705" "YOgnMO00636" "YOgnPE14177" "YOgnPS13596" "YOgnVI05905" "YOgnWI11158" "YOgnYA12999"
"1000" "OG0002940" "YOgnAN04728" "YOgnME15946" "YOgnMO01934" "YOgnPE08818" "YOgnPS11598" "YOgnVI05533" "YOgnWI11955" "YOgnYA14106"
"1001" "OG0002941" "YOgnAN04735" "YOgnME15596" "YOgnMO01072" "YOgnPE04759" "YOgnPS11993" "YOgnVI05583" "YOgnWI03863" "YOgnYA13879"
"1002" "OG0002942" "YOgnAN04736" "YOgnME15000" "YOgnMO00910" "YOgnPE04398" "YOgnPS13356" "YOgnVI09316" "YOgnWI11946" "YOgnYA13534"
"1003" "OG0002943" "YOgnAN04738" "YOgnME14249" "YOgnMO00794" "YOgnPE04400" "YOgnPS13354" "YOgnVI09285" "YOgnWI07669" "YOgnYA13939"
"1004" "OG0002944" "YOgnAN04740" "YOgnME14251" "YOgnMO02128" "YOgnPE04402" "YOgnPS13352" "YOgnVI05721" "YOgnWI11281" "YOgnYA13937"
"1005" "OG0002945" "YOgnAN04741" "YOgnME14361" "YOgnMO01215" "YOgnPE08778" "YOgnPS11122" "YOgnVI05666" "YOgnWI15415" "YOgnYA12771"
"1006" "OG0002946" "YOgnAN04743" "YOgnME14363" "YOgnMO01217" "YOgnPE08776" "YOgnPS11123" "YOgnVI05667" "YOgnWI15253" "YOgnYA12773"
"1007" "OG0002947" "YOgnAN04751" "YOgnME14367" "YOgnMO00692" "YOgnPE08647" "YOgnPS11405" "YOgnVI09554" "YOgnWI07531" "YOgnYA12778"
"1008" "OG0002948" "YOgnAN04754" "YOgnME14570" "YOgnMO02623" "YOgnPE07611" "YOgnPS12366" "YOgnVI08980" "YOgnWI03873" "YOgnYA13650"
"1009" "OG0002949" "YOgnAN04756" "YOgnME15806" "YOgnMO02696" "YOgnPE07613" "YOgnPS12368" "YOgnVI08562" "YOgnWI03876" "YOgnYA14748"
"1010" "OG0002950" "YOgnAN04759" "YOgnME15864" "YOgnMO00671" "YOgnPE09001" "YOgnPS11210" "YOgnVI09575" "YOgnWI04058" "YOgnYA13465"
"1011" "OG0002951" "YOgnAN04762" "YOgnME15861" "YOgnMO00674" "YOgnPE04263" "YOgnPS11918" "YOgnVI09572" "YOgnWI11229" "YOgnYA13468"
"1012" "OG0002953" "YOgnAN04767" "YOgnME14020" "YOgnMO02376" "YOgnPE05225" "YOgnPS12282" "YOgnVI08701" "YOgnWI11995" "YOgnYA12634"
"1013" "OG0002954" "YOgnAN04768" "YOgnME14021" "YOgnMO02375" "YOgnPE05227" "YOgnPS12284" "YOgnVI08702" "YOgnWI11994" "YOgnYA12635"
"1014" "OG0002955" "YOgnAN04773" "YOgnME14026" "YOgnMO00558" "YOgnPE05234" "YOgnPS12289" "YOgnVI09633" "YOgnWI11727" "YOgnYA12639"
"1015" "OG0002956" "YOgnAN04774" "YOgnME14029" "YOgnMO00557" "YOgnPE05235" "YOgnPS12290" "YOgnVI09632" "YOgnWI11726" "YOgnYA12640"
"1016" "OG0002957" "YOgnAN04775" "YOgnME14030" "YOgnMO00556" "YOgnPE05236" "YOgnPS12291" "YOgnVI09631" "YOgnWI11724" "YOgnYA12642"
"1017" "OG0002958" "YOgnAN04781" "YOgnME14035" "YOgnMO00666" "YOgnPE05241" "YOgnPS12295" "YOgnVI09580" "YOgnWI03978" "YOgnYA12648"
"1018" "OG0002959" "YOgnAN04787" "YOgnME14134" "YOgnMO00379" "YOgnPE03553" "YOgnPS13468" "YOgnVI05620" "YOgnWI11525" "YOgnYA14045"
"1019" "OG0002960" "YOgnAN04792" "YOgnME15515" "YOgnMO02487" "YOgnPE03548" "YOgnPS13473" "YOgnVI05493" "YOgnWI11529" "YOgnYA12797"
"1020" "OG0002961" "YOgnAN04793" "YOgnME16153" "YOgnMO00565" "YOgnPE05616" "YOgnPS12878" "YOgnVI08354" "YOgnWI11548" "YOgnYA14277"
"1021" "OG0002963" "YOgnAN04804" "YOgnME14234" "YOgnMO00965" "YOgnPE03530" "YOgnPS13494" "YOgnVI05983" "YOgnWI15219" "YOgnYA13952"
"1022" "OG0002964" "YOgnAN04813" "YOgnME15436" "YOgnMO00952" "YOgnPE15152" "YOgnPS12021" "YOgnVI05973" "YOgnWI15229" "YOgnYA12869"
"1023" "OG0002965" "YOgnAN04815" "YOgnME15434" "YOgnMO00950" "YOgnPE04532" "YOgnPS13379" "YOgnVI05971" "YOgnWI00534" "YOgnYA12871"
"1024" "OG0002967" "YOgnAN04825" "YOgnME15620" "YOgnMO02301" "YOgnPE04462" "YOgnPS13323" "YOgnVI08846" "YOgnWI07471" "YOgnYA13405"
"1025" "OG0002968" "YOgnAN04835" "YOgnME15632" "YOgnMO02308" "YOgnPE04475" "YOgnPS13333" "YOgnVI08853" "YOgnWI04074" "YOgnYA13398"
"1026" "OG0002969" "YOgnAN04836" "YOgnME15633" "YOgnMO02492" "YOgnPE04479" "YOgnPS13336" "YOgnVI05487" "YOgnWI11098" "YOgnYA13397"
"1027" "OG0002970" "YOgnAN04840" "YOgnME14991" "YOgnMO00516" "YOgnPE14254" "YOgnPS11173" "YOgnVI09256" "YOgnWI07415" "YOgnYA13524"
"1028" "OG0002971" "YOgnAN04842" "YOgnME15594" "YOgnMO01074" "YOgnPE04755" "YOgnPS11991" "YOgnVI05585" "YOgnWI07400" "YOgnYA13877"
"1029" "OG0002972" "YOgnAN04843" "YOgnME15595" "YOgnMO01073" "YOgnPE04756" "YOgnPS11992" "YOgnVI05584" "YOgnWI07399" "YOgnYA13878"
"1030" "OG0002973" "YOgnAN04845" "YOgnME14246" "YOgnMO01529" "YOgnPE08733" "YOgnPS11555" "YOgnVI06026" "YOgnWI15437" "YOgnYA13942"
"1031" "OG0002974" "YOgnAN04847" "YOgnME14998" "YOgnMO00912" "YOgnPE04396" "YOgnPS13358" "YOgnVI09314" "YOgnWI11264" "YOgnYA13532"
"1032" "OG0002975" "YOgnAN04850" "YOgnME14996" "YOgnMO11320" "YOgnPE04394" "YOgnPS13360" "YOgnVI09918" "YOgnWI11671" "YOgnYA13530"
"1033" "OG0002976" "YOgnAN04852" "YOgnME11108" "YOgnMO01144" "YOgnPE15149" "YOgnPS12725" "YOgnVI08363" "YOgnWI07653" "YOgnYA09113"
"1034" "OG0002977" "YOgnAN04855" "YOgnME15263" "YOgnMO01142" "YOgnPE15146" "YOgnPS12727" "YOgnVI08361" "YOgnWI07655" "YOgnYA13763"
"1035" "OG0002978" "YOgnAN04856" "YOgnME15264" "YOgnMO01141" "YOgnPE15145" "YOgnPS12728" "YOgnVI08360" "YOgnWI07656" "YOgnYA13764"
"1036" "OG0002979" "YOgnAN04860" "YOgnME15427" "YOgnMO01039" "YOgnPE04528" "YOgnPS12676" "YOgnVI09666" "YOgnWI00538" "YOgnYA12875"
"1037" "OG0002980" "YOgnAN04861" "YOgnME15646" "YOgnMO00420" "YOgnPE10328" "YOgnPS12033" "YOgnVI09399" "YOgnWI11968" "YOgnYA13383"
"1038" "OG0002981" "YOgnAN04864" "YOgnME15648" "YOgnMO01121" "YOgnPE10330" "YOgnPS12030" "YOgnVI09311" "YOgnWI11970" "YOgnYA13381"
"1039" "OG0002982" "YOgnAN04877" "YOgnME15316" "YOgnMO00564" "YOgnPE05328" "YOgnPS12930" "YOgnVI08355" "YOgnWI04055" "YOgnYA13815"
"1040" "OG0002983" "YOgnAN04880" "YOgnME15521" "YOgnMO02051" "YOgnPE08990" "YOgnPS11203" "YOgnVI06066" "YOgnWI11278" "YOgnYA12792"
"1041" "OG0002984" "YOgnAN04881" "YOgnME15522" "YOgnMO02052" "YOgnPE08989" "YOgnPS11202" "YOgnVI06065" "YOgnWI11277" "YOgnYA12791"
"1042" "OG0002985" "YOgnAN04882" "YOgnME15523" "YOgnMO02053" "YOgnPE08987" "YOgnPS11201" "YOgnVI06064" "YOgnWI11276" "YOgnYA12790"
"1043" "OG0002986" "YOgnAN04887" "YOgnME15530" "YOgnMO02474" "YOgnPE08980" "YOgnPS11187" "YOgnVI05507" "YOgnWI07386" "YOgnYA14506"
"1044" "OG0002987" "YOgnAN04888" "YOgnME15531" "YOgnMO01275" "YOgnPE08979" "YOgnPS11186" "YOgnVI09531" "YOgnWI11807" "YOgnYA14507"
"1045" "OG0002988" "YOgnAN04903" "YOgnME16055" "YOgnMO01286" "YOgnPE14253" "YOgnPS11174" "YOgnVI09543" "YOgnWI07636" "YOgnYA14195"
"1046" "OG0002989" "YOgnAN04905" "YOgnME14841" "YOgnMO02126" "YOgnPE04501" "YOgnPS12700" "YOgnVI05723" "YOgnWI03788" "YOgnYA13117"
"1047" "OG0002990" "YOgnAN04910" "YOgnME16068" "YOgnMO02062" "YOgnPE04377" "YOgnPS13373" "YOgnVI05858" "YOgnWI03778" "YOgnYA14203"
"1048" "OG0002991" "YOgnAN04917" "YOgnME14419" "YOgnMO00899" "YOgnPE12946" "YOgnPS12668" "YOgnVI09328" "YOgnWI11979" "YOgnYA14465"
"1049" "OG0002992" "YOgnAN04920" "YOgnME14418" "YOgnMO00901" "YOgnPE04365" "YOgnPS12664" "YOgnVI09325" "YOgnWI11280" "YOgnYA14467"
"1050" "OG0002994" "YOgnAN04929" "YOgnME14092" "YOgnMO01758" "YOgnPE03478" "YOgnPS11760" "YOgnVI01095" "YOgnWI15326" "YOgnYA12709"
"1051" "OG0002995" "YOgnAN04931" "YOgnME14090" "YOgnMO00679" "YOgnPE03480" "YOgnPS11762" "YOgnVI09564" "YOgnWI15328" "YOgnYA12707"
"1052" "OG0002996" "YOgnAN04934" "YOgnME14087" "YOgnMO02269" "YOgnPE03481" "YOgnPS11764" "YOgnVI01011" "YOgnWI07594" "YOgnYA12704"
"1053" "OG0002997" "YOgnAN04935" "YOgnME14086" "YOgnMO02270" "YOgnPE03482" "YOgnPS11765" "YOgnVI08862" "YOgnWI07373" "YOgnYA12703"
"1054" "OG0002998" "YOgnAN04936" "YOgnME14085" "YOgnMO02271" "YOgnPE03483" "YOgnPS11766" "YOgnVI08863" "YOgnWI07372" "YOgnYA12702"
"1055" "OG0003000" "YOgnAN04943" "YOgnME15204" "YOgnMO04234" "YOgnPE08830" "YOgnPS11607" "YOgnVI00228" "YOgnWI07645" "YOgnYA13726"
"1056" "OG0003001" "YOgnAN04947" "YOgnME14287" "YOgnMO02288" "YOgnPE04605" "YOgnPS11513" "YOgnVI08831" "YOgnWI04007" "YOgnYA13898"
"1057" "OG0003002" "YOgnAN04950" "YOgnME15650" "YOgnMO02389" "YOgnPE09012" "YOgnPS11223" "YOgnVI08687" "YOgnWI07611" "YOgnYA13379"
"1058" "OG0003003" "YOgnAN04957" "YOgnME15657" "YOgnMO02025" "YOgnPE08560" "YOgnPS11847" "YOgnVI05965" "YOgnWI11719" "YOgnYA13372"
"1059" "OG0003004" "YOgnAN04962" "YOgnME15859" "YOgnMO02579" "YOgnPE08556" "YOgnPS11851" "YOgnVI09031" "YOgnWI15195" "YOgnYA13470"
"1060" "OG0003005" "YOgnAN04964" "YOgnME15664" "YOgnMO02587" "YOgnPE05347" "YOgnPS12950" "YOgnVI09022" "YOgnWI11443" "YOgnYA13366"
"1061" "OG0003006" "YOgnAN04968" "YOgnME15668" "YOgnMO02585" "YOgnPE05351" "YOgnPS12954" "YOgnVI09024" "YOgnWI03943" "YOgnYA13361"
"1062" "OG0003007" "YOgnAN04969" "YOgnME15669" "YOgnMO02584" "YOgnPE05353" "YOgnPS12955" "YOgnVI09025" "YOgnWI03944" "YOgnYA13360"
"1063" "OG0003008" "YOgnAN04975" "YOgnME14046" "YOgnMO01267" "YOgnPE08537" "YOgnPS11861" "YOgnVI05743" "YOgnWI07447" "YOgnYA12658"
"1064" "OG0003009" "YOgnAN04977" "YOgnME15938" "YOgnMO00723" "YOgnPE07880" "YOgnPS12596" "YOgnVI05473" "YOgnWI07431" "YOgnYA14098"
"1065" "OG0003010" "YOgnAN04979" "YOgnME15940" "YOgnMO00721" "YOgnPE07883" "YOgnPS12593" "YOgnVI05471" "YOgnWI07507" "YOgnYA14100"
"1066" "OG0003013" "YOgnAN04987" "YOgnME15490" "YOgnMO00503" "YOgnPE03302" "YOgnPS11292" "YOgnVI05855" "YOgnWI11881" "YOgnYA12820"
"1067" "OG0003014" "YOgnAN04990" "YOgnME15492" "YOgnMO00505" "YOgnPE03300" "YOgnPS11290" "YOgnVI05857" "YOgnWI15160" "YOgnYA12818"
"1068" "OG0003015" "YOgnAN04992" "YOgnME15493" "YOgnMO00506" "YOgnPE04440" "YOgnPS13307" "YOgnVI06054" "YOgnWI15472" "YOgnYA12817"
"1069" "OG0003016" "YOgnAN04995" "YOgnME15495" "YOgnMO00509" "YOgnPE04443" "YOgnPS13310" "YOgnVI06051" "YOgnWI10997" "YOgnYA12815"
"1070" "OG0003017" "YOgnAN04996" "YOgnME14044" "YOgnMO00510" "YOgnPE04444" "YOgnPS13311" "YOgnVI06050" "YOgnWI10996" "YOgnYA12656"
"1071" "OG0003018" "YOgnAN04999" "YOgnME14393" "YOgnMO01956" "YOgnPE04338" "YOgnPS12637" "YOgnVI06079" "YOgnWI07393" "YOgnYA14491"
"1072" "OG0003019" "YOgnAN05000" "YOgnME15612" "YOgnMO02513" "YOgnPE04450" "YOgnPS13314" "YOgnVI06162" "YOgnWI07616" "YOgnYA13415"
"1073" "OG0003020" "YOgnAN05011" "YOgnME15195" "YOgnMO01087" "YOgnPE14245" "YOgnPS11614" "YOgnVI09431" "YOgnWI11564" "YOgnYA13715"
"1074" "OG0003021" "YOgnAN05012" "YOgnME14000" "YOgnMO01086" "YOgnPE14244" "YOgnPS11616" "YOgnVI09430" "YOgnWI11565" "YOgnYA12617"
"1075" "OG0003022" "YOgnAN05013" "YOgnME14001" "YOgnMO01085" "YOgnPE14243" "YOgnPS11617" "YOgnVI09429" "YOgnWI11566" "YOgnYA12618"
"1076" "OG0003023" "YOgnAN05015" "YOgnME15193" "YOgnMO01291" "YOgnPE13248" "YOgnPS11619" "YOgnVI09427" "YOgnWI11905" "YOgnYA13713"
"1077" "OG0003024" "YOgnAN05024" "YOgnME15508" "YOgnMO00653" "YOgnPE10238" "YOgnPS12762" "YOgnVI05753" "YOgnWI03952" "YOgnYA12802"
"1078" "OG0003025" "YOgnAN05037" "YOgnME15916" "YOgnMO00945" "YOgnPE16377" "YOgnPS11710" "YOgnVI05787" "YOgnWI11592" "YOgnYA14073"
"1079" "OG0003026" "YOgnAN05044" "YOgnME15923" "YOgnMO00836" "YOgnPE14193" "YOgnPS13461" "YOgnVI05612" "YOgnWI00577" "YOgnYA14084"
"1080" "OG0003027" "YOgnAN05050" "YOgnME15930" "YOgnMO00841" "YOgnPE14198" "YOgnPS13456" "YOgnVI05609" "YOgnWI12038" "YOgnYA14090"
"1081" "OG0003028" "YOgnAN05055" "YOgnME15935" "YOgnMO00851" "YOgnPE04699" "YOgnPS11946" "YOgnVI05601" "YOgnWI11965" "YOgnYA14095"
"1082" "OG0003029" "YOgnAN05057" "YOgnME14728" "YOgnMO01358" "YOgnPE08744" "YOgnPS11138" "YOgnVI05932" "YOgnWI11690" "YOgnYA13017"
"1083" "OG0003030" "YOgnAN05058" "YOgnME15599" "YOgnMO02496" "YOgnPE08742" "YOgnPS11137" "YOgnVI05833" "YOgnWI11402" "YOgnYA13426"
"1084" "OG0003031" "YOgnAN05064" "YOgnME14375" "YOgnMO02020" "YOgnPE10820" "YOgnPS11554" "YOgnVI05964" "YOgnWI11190" "YOgnYA12785"
"1085" "OG0003032" "YOgnAN05065" "YOgnME14374" "YOgnMO01236" "YOgnPE03278" "YOgnPS11535" "YOgnVI05876" "YOgnWI04068" "YOgnYA12784"
"1086" "OG0003033" "YOgnAN05068" "YOgnME15465" "YOgnMO01018" "YOgnPE04517" "YOgnPS12686" "YOgnVI09521" "YOgnWI07460" "YOgnYA12845"
"1087" "OG0003034" "YOgnAN05070" "YOgnME15466" "YOgnMO01021" "YOgnPE04519" "YOgnPS12684" "YOgnVI09522" "YOgnWI07459" "YOgnYA12843"
"1088" "OG0003035" "YOgnAN05071" "YOgnME15467" "YOgnMO01022" "YOgnPE04520" "YOgnPS12683" "YOgnVI09523" "YOgnWI07458" "YOgnYA12842"
"1089" "OG0003036" "YOgnAN05076" "YOgnME15471" "YOgnMO01756" "YOgnPE04210" "YOgnPS12463" "YOgnVI08460" "YOgnWI11840" "YOgnYA12838"
"1090" "OG0003037" "YOgnAN05081" "YOgnME15581" "YOgnMO01391" "YOgnPE08703" "YOgnPS11581" "YOgnVI05957" "YOgnWI11985" "YOgnYA13864"
"1091" "OG0003038" "YOgnAN05086" "YOgnME01708" "YOgnMO00908" "YOgnPE08531" "YOgnPS11867" "YOgnVI09318" "YOgnWI11544" "YOgnYA01490"
"1092" "OG0003039" "YOgnAN05114" "YOgnME15251" "YOgnMO00872" "YOgnPE05367" "YOgnPS12970" "YOgnVI09360" "YOgnWI15187" "YOgnYA13751"
"1093" "OG0003040" "YOgnAN05115" "YOgnME15253" "YOgnMO00873" "YOgnPE05368" "YOgnPS12971" "YOgnVI09359" "YOgnWI11944" "YOgnYA13752"
"1094" "OG0003041" "YOgnAN05119" "YOgnME14298" "YOgnMO00735" "YOgnPE03427" "YOgnPS13605" "YOgnVI05683" "YOgnWI12065" "YOgnYA13887"
"1095" "OG0003042" "YOgnAN05120" "YOgnME14297" "YOgnMO01930" "YOgnPE03426" "YOgnPS13606" "YOgnVI05789" "YOgnWI12066" "YOgnYA13888"
"1096" "OG0003043" "YOgnAN05128" "YOgnME14236" "YOgnMO00758" "YOgnPE04220" "YOgnPS10524" "YOgnVI05704" "YOgnWI15393" "YOgnYA13951"
"1097" "OG0003044" "YOgnAN05131" "YOgnME14233" "YOgnMO00756" "YOgnPE03529" "YOgnPS13495" "YOgnVI05702" "YOgnWI15218" "YOgnYA13953"
"1098" "OG0003046" "YOgnAN05141" "YOgnME14226" "YOgnMO00748" "YOgnPE15141" "YOgnPS12735" "YOgnVI05693" "YOgnWI15405" "YOgnYA13962"
"1099" "OG0003047" "YOgnAN05143" "YOgnME14224" "YOgnMO00743" "YOgnPE15139" "YOgnPS12737" "YOgnVI05690" "YOgnWI15407" "YOgnYA13964"
"1100" "OG0003048" "YOgnAN05152" "YOgnME15777" "YOgnMO00465" "YOgnPE04657" "YOgnPS13574" "YOgnVI08743" "YOgnWI11710" "YOgnYA14717"
"1101" "OG0003050" "YOgnAN05157" "YOgnME16140" "YOgnMO02687" "YOgnPE07821" "YOgnPS13254" "YOgnVI08572" "YOgnWI11218" "YOgnYA14264"
"1102" "OG0003054" "YOgnAN05173" "YOgnME15893" "YOgnMO01786" "YOgnPE07910" "YOgnPS12567" "YOgnVI01070" "YOgnWI12004" "YOgnYA12738"
"1103" "OG0003055" "YOgnAN05178" "YOgnME14925" "YOgnMO02614" "YOgnPE07914" "YOgnPS12563" "YOgnVI08989" "YOgnWI11921" "YOgnYA13189"
"1104" "OG0003056" "YOgnAN05182" "YOgnME14922" "YOgnMO02612" "YOgnPE07917" "YOgnPS12559" "YOgnVI08992" "YOgnWI11925" "YOgnYA13187"
"1105" "OG0003057" "YOgnAN05184" "YOgnME14920" "YOgnMO00572" "YOgnPE07920" "YOgnPS12556" "YOgnVI08649" "YOgnWI11927" "YOgnYA13185"
"1106" "OG0003058" "YOgnAN05195" "YOgnME14912" "YOgnMO00487" "YOgnPE07921" "YOgnPS12555" "YOgnVI00374" "YOgnWI11179" "YOgnYA13178"
"1107" "OG0003060" "YOgnAN05227" "YOgnME01688" "YOgnMO07721" "YOgnPE04992" "YOgnPS09066" "YOgnVI07418" "YOgnWI04755" "YOgnYA14990"
"1108" "OG0003061" "YOgnAN05234" "YOgnME04812" "YOgnMO01634" "YOgnPE04874" "YOgnPS09477" "YOgnVI06173" "YOgnWI00250" "YOgnYA04177"
"1109" "OG0003062" "YOgnAN05254" "YOgnME03308" "YOgnMO07729" "YOgnPE05000" "YOgnPS09058" "YOgnVI07427" "YOgnWI04430" "YOgnYA16473"
"1110" "OG0003063" "YOgnAN05284" "YOgnME15394" "YOgnMO00585" "YOgnPE05587" "YOgnPS12856" "YOgnVI01056" "YOgnWI11601" "YOgnYA12910"
"1111" "OG0003064" "YOgnAN05285" "YOgnME15393" "YOgnMO00584" "YOgnPE05586" "YOgnPS12855" "YOgnVI01055" "YOgnWI11043" "YOgnYA12911"
"1112" "OG0003065" "YOgnAN05292" "YOgnME15387" "YOgnMO00579" "YOgnPE05570" "YOgnPS12842" "YOgnVI00323" "YOgnWI11595" "YOgnYA12916"
"1113" "OG0003066" "YOgnAN05295" "YOgnME15385" "YOgnMO02466" "YOgnPE05568" "YOgnPS12840" "YOgnVI00328" "YOgnWI11538" "YOgnYA12918"
"1114" "OG0003067" "YOgnAN05296" "YOgnME15384" "YOgnMO02465" "YOgnPE05567" "YOgnPS12839" "YOgnVI00329" "YOgnWI07608" "YOgnYA12919"
"1115" "OG0003068" "YOgnAN05299" "YOgnME14456" "YOgnMO02462" "YOgnPE05564" "YOgnPS12836" "YOgnVI08394" "YOgnWI07546" "YOgnYA14429"
"1116" "OG0003069" "YOgnAN05306" "YOgnME15188" "YOgnMO02458" "YOgnPE05560" "YOgnPS12833" "YOgnVI08397" "YOgnWI03720" "YOgnYA13708"
"1117" "OG0003070" "YOgnAN05307" "YOgnME15189" "YOgnMO02457" "YOgnPE05559" "YOgnPS12832" "YOgnVI08398" "YOgnWI03721" "YOgnYA13709"
"1118" "OG0003071" "YOgnAN05315" "YOgnME16279" "YOgnMO01682" "YOgnPE11356" "YOgnPS13529" "YOgnVI01123" "YOgnWI11172" "YOgnYA14636"
"1119" "OG0003072" "YOgnAN05316" "YOgnME16277" "YOgnMO01686" "YOgnPE11358" "YOgnPS13527" "YOgnVI01118" "YOgnWI11731" "YOgnYA14634"
"1120" "OG0003073" "YOgnAN05318" "YOgnME16276" "YOgnMO01687" "YOgnPE11360" "YOgnPS13526" "YOgnVI01117" "YOgnWI03991" "YOgnYA14633"
"1121" "OG0003074" "YOgnAN05320" "YOgnME16275" "YOgnMO02162" "YOgnPE11364" "YOgnPS13525" "YOgnVI08826" "YOgnWI03776" "YOgnYA14632"
"1122" "OG0003075" "YOgnAN05324" "YOgnME16265" "YOgnMO02160" "YOgnPE11371" "YOgnPS13518" "YOgnVI08821" "YOgnWI03983" "YOgnYA14627"
"1123" "OG0003076" "YOgnAN05332" "YOgnME14531" "YOgnMO01994" "YOgnPE04816" "YOgnPS13420" "YOgnVI09066" "YOgnWI11644" "YOgnYA13613"
"1124" "OG0003078" "YOgnAN05339" "YOgnME15042" "YOgnMO01627" "YOgnPE11387" "YOgnPS13550" "YOgnVI08503" "YOgnWI12032" "YOgnYA13566"
"1125" "OG0003079" "YOgnAN05340" "YOgnME15043" "YOgnMO00468" "YOgnPE11386" "YOgnPS13549" "YOgnVI08745" "YOgnWI11488" "YOgnYA13568"
